Id,company_rating,company_location,total_fleet_count,iata_approved
14700,1,Montserrat,3,False
7264,1,Philippines,9,False
44895,1,France,3,True
29678,1,Nicaragua,1,False
8338,0.75,Korea,2,False
24567,0.9,Costa Rica,2,False
16737,1,Kiribati,1,True
37549,1,Chile,1,True
2203,1,Ecuador,1,False
3927,1,Niue,1,True
46254,1,Venezuela,4,False
20664,1,Nauru,4,False
37947,1,Jersey,1,False
46973,1,Malta,2,True
20150,1,Jersey,1,False
21623,1,Maldives,1,False
49998,1,Croatia,1,True
7927,1,Chad,1,False
44627,1,Cocos (Keeling) Islands,1,False
25659,1,United Kingdom,1,True
28568,1,Faroe Islands,3,False
7988,1,Mauritania,1,False
46806,1,Maldives,1,False
17627,1,Guinea,2,False
31281,1,Nauru,1,False
47051,1,Zimbabwe,1,True
22522,1,France,3,True
37917,1,Nauru,1,False
46953,1,Niger,1,False
24252,0.8,Tonga,2,False
11891,1,Russian Federation,1,True
35762,0.86,Russian Federation,1,False
48029,1,Malta,2,False
27875,1,Guinea,1,False
5943,1,Russian Federation,1,False
48342,1,Russian Federation,1,False
29551,1,Mauritania,2,False
44802,0.67,Bouvet Island (Bouvetoya),1,False
3650,1,Zimbabwe,1,True
33791,1,Guinea,2,True
42012,1,Monaco,3,True
17380,0.5,Jersey,1,True
3680,1,Indonesia,1,False
7053,1,Marshall Islands,2,False
1132,0.88,Tonga,1,False
24103,1,United Kingdom,3,False
19979,1,Tanzania,1,False
13087,1,Gibraltar,1,True
34931,1,Gibraltar,2,True
40314,1,Gambia,1,False
47734,1,Ecuador,1,True
45289,0,Marshall Islands,1,False
8880,0,Kiribati,1,False
28633,0.6,Russian Federation,1,True
45579,1,Togo,1,False
44077,0.57,Djibouti,1,False
28398,1,El Salvador,7,True
38207,1,Turks and Caicos Islands,2,True
5567,1,Bosnia and Herzegovina,2,True
2106,1,Uzbekistan,1,False
1820,1,El Salvador,2,False
36119,0.62,Isle of Man,1,True
9693,1,Vanuatu,8,False
4069,1,Togo,1,False
23404,0.91,Malta,1,False
29475,0.5,Niue,1,True
35444,1,Anguilla,1,False
26035,1,Marshall Islands,1,False
42567,1,Palestinian Territory,1,False
28719,1,Russian Federation,4,True
46884,1,Turks and Caicos Islands,2,False
12907,1,Marshall Islands,1,False
9759,1,Isle of Man,1,True
40371,1,Sao Tome and Principe,1,False
22335,1,Russian Federation,3,True
10294,1,Puerto Rico,1,False
42421,1,Costa Rica,5,True
3160,0.9,Russian Federation,2,False
40858,1,France,1,False
46069,0.5,France,1,True
1526,1,France,1,True
17597,0.33,Wallis and Futuna,1,True
25729,1,Cuba,2,False
3241,0.9,Sao Tome and Principe,1,True
43430,1,Kenya,1,False
46340,1,Denmark,3,True
8579,1,Lithuania,2,False
15723,1,Gambia,1,False
13163,0.25,Svalbard & Jan Mayen Islands,2,False
30549,1,Mauritania,1,True
23013,0.9,Isle of Man,1,False
32398,1,Turkmenistan,1,False
32399,1,Somalia,1,True
15756,0.94,Afghanistan,2,True
38484,1,Senegal,2,False
26368,1,Brazil,2,False
18123,1,Russian Federation,3,False
22646,1,Anguilla,1,True
44948,1,Chad,3,False
47483,0.9,Jersey,1,True
9025,0.88,Micronesia,1,True
19831,1,Reunion,2,False
46290,1,Micronesia,2,False
3596,1,Marshall Islands,6,True
1021,1,Jersey,1,False
10533,1,Indonesia,1,True
41986,1,Congo,1,True
33860,1,Niger,1,False
39358,1,Kiribati,2,False
44916,1,Congo,2,False
15236,1,Kenya,1,True
12433,0.5,Lebanon,1,True
1345,0.67,Philippines,1,False
17757,1,Uganda,1,False
31377,1,Isle of Man,1,False
12960,1,Indonesia,9,False
47200,0.67,Costa Rica,1,True
25734,0.78,Bosnia and Herzegovina,1,False
14120,1,Jersey,1,False
41719,1,Cape Verde,4,False
38836,1,Lebanon,3,False
17801,0.8,Mauritania,2,True
43361,1,Maldives,1,False
27029,1,Isle of Man,1,True
35176,1,Chile,3,True
11997,1,Mauritania,2,True
24146,1,Cocos (Keeling) Islands,1,False
17587,0.8,Peru,1,True
11275,1,Brazil,3,True
20382,1,Svalbard & Jan Mayen Islands,4,True
10061,1,Mauritania,1,True
48863,0.5,Isle of Man,1,False
25030,0.75,Micronesia,1,True
725,0.33,Peru,2,False
4716,1,Tonga,1,False
20466,1,Anguilla,1,False
25528,1,Svalbard & Jan Mayen Islands,1,False
38729,1,Maldives,1,True
46449,1,Tonga,1,False
2476,1,Saint Helena,2,True
12471,0.67,Gibraltar,1,True
46688,0.91,Vanuatu,2,False
23662,1,Vanuatu,3,False
31210,1,Cape Verde,1,True
27345,1,Guinea,1,False
11880,1,El Salvador,1,False
4851,0,Chad,1,False
28367,1,Marshall Islands,1,False
36726,0.94,Mexico,6,False
13016,1,Russian Federation,2,True
37280,1,Indonesia,4,True
5489,1,Tonga,1,False
15433,0.4,United Kingdom,1,False
20935,1,Gambia,2,False
50078,1,Chad,2,True
35172,1,Barbados,1,True
33051,1,Libyan Arab Jamahiriya,1,False
18856,0.5,El Salvador,1,True
26718,1,Tunisia,1,False
25776,0.75,Micronesia,1,False
1604,1,Tunisia,1,True
48478,1,Marshall Islands,1,True
21902,1,Vanuatu,3,False
23325,1,Russian Federation,2,True
6113,1,Guinea,2,True
379,0.5,Guinea,1,False
36716,1,Bosnia and Herzegovina,3,False
24221,1,Guinea,1,True
31288,1,Isle of Man,1,False
27435,1,Rwanda,1,True
23695,1,France,3,False
14004,1,Kiribati,1,False
35236,1,Chile,1,True
28317,1,Somalia,1,False
46195,0.89,Maldives,6,True
13133,0.67,Denmark,1,True
15356,0.8,Denmark,2,False
21386,1,Isle of Man,1,True
8341,1,Costa Rica,2,False
13849,1,Niue,2,True
9861,1,Guernsey,2,False
47886,1,Turkmenistan,1,True
17789,0.94,Reunion,6,False
18607,1,Niue,1,False
19776,1,Marshall Islands,2,True
43310,1,Russian Federation,1,False
47730,1,Saint Helena,1,False
33725,0.8,Slovakia (Slovak Republic),1,False
27970,1,Niue,2,True
44116,1,Zimbabwe,1,True
45546,1,Cape Verde,19,True
23276,1,Brazil,4,False
14228,1,Marshall Islands,2,False
35018,1,Nicaragua,10,False
1549,1,Malta,1,True
40561,0.9,Bouvet Island (Bouvetoya),1,True
6259,1,Indonesia,1,False
37253,1,Saint Helena,1,True
46105,1,Nicaragua,4,True
45394,1,Marshall Islands,2,False
85,1,Russian Federation,1,True
21632,1,Wallis and Futuna,2,False
23541,0.89,Rwanda,1,False
15004,1,Uzbekistan,88,False
37565,1,Slovenia,1,True
33961,1,Indonesia,3,True
40626,0.93,United Kingdom,5,True
40934,1,Brazil,3,False
20015,1,Maldives,1,True
36081,1,Russian Federation,1,False
12609,1,Micronesia,1,True
33372,1,Guinea,22,True
6755,1,Barbados,2,False
3262,1,Philippines,1,False
16260,1,United Kingdom,4,True
38748,0.43,Chad,1,False
13589,1,China,1,False
7460,1,China,1,False
41567,1,Chile,1,True
45860,1,Niue,1,True
31293,1,Uzbekistan,1,False
19721,1,Tonga,3,True
30892,1,Lebanon,1,False
11552,0.5,France,1,True
36302,1,Vanuatu,1,False
13085,1,Guinea,1,True
41354,1,Micronesia,4,True
25344,0.9,Faroe Islands,8,False
17868,1,Niue,2,False
6270,1,Monaco,1,False
45041,1,Niue,2,False
36689,1,Turkmenistan,1,True
35584,1,Lebanon,1,False
921,1,Finland,1,False
8189,1,Chile,2,True
42054,1,Guinea,2,False
6430,1,Niue,2,True
38921,1,Montserrat,1,False
2424,1,Indonesia,1,False
14885,1,Tanzania,3,False
10204,1,Nicaragua,5,True
26052,0.9,Gambia,3,True
16527,1,Palestinian Territory,2,False
18378,1,Tonga,1,True
29246,0.5,Malawi,1,True
6471,1,Zimbabwe,1,True
20847,1,Bouvet Island (Bouvetoya),2,True
8699,1,Niue,1,True
20020,1,Sao Tome and Principe,2,True
21232,0.9,Kiribati,2,True
33101,1,Nauru,2,False
39248,0.97,Cuba,5,False
32603,0.83,Nicaragua,4,True
23751,1,Afghanistan,1,False
49703,1,Nicaragua,9,False
46035,1,United Kingdom,1,False
29083,0,Chile,1,True
5679,1,Maldives,1,False
49251,1,Uzbekistan,1,False
31314,1,Guinea,4,True
41836,1,Tonga,1,False
43156,1,Papua New Guinea,1,True
28785,1,Lebanon,1,False
15316,1,Russian Federation,1,True
23248,1,Sao Tome and Principe,1,False
1550,1,El Salvador,1,True
12927,1,Russian Federation,1,True
4139,0.67,Guernsey,1,False
40059,0.83,Svalbard & Jan Mayen Islands,1,True
26238,1,Turkmenistan,2,True
19,1,Reunion,2,False
43680,0.38,Ukraine,1,False
36363,0.82,Marshall Islands,5,False
32875,0,Kenya,1,True
20229,1,Papua New Guinea,1,False
29324,0.86,Russian Federation,2,False
17703,1,Marshall Islands,1,False
7940,1,Niue,1,True
43668,1,Marshall Islands,6,True
4274,1,Guernsey,2,True
5296,1,Mauritania,4,False
3552,0,Kiribati,1,False
3932,1,Uzbekistan,2,False
21696,0.67,Bouvet Island (Bouvetoya),2,True
33514,1,Marshall Islands,2,True
20310,1,Andorra,1,False
41257,1,Monaco,1,False
36899,0.75,Saint Helena,2,True
5136,1,Cape Verde,1,True
1403,1,Somalia,1,True
44659,1,Pakistan,1,False
23465,1,Tonga,1,False
7251,1,Turks and Caicos Islands,3,True
24285,1,Bouvet Island (Bouvetoya),1,False
33793,1,Russian Federation,2,False
9688,1,Slovakia (Slovak Republic),1,True
27492,1,Nicaragua,2,True
27041,0.5,Russian Federation,1,False
3112,0.94,Indonesia,25,False
490,1,Bosnia and Herzegovina,6,False
48305,1,Guinea,2,True
3916,1,Guernsey,1,True
25744,0.9,Mauritania,1,False
21155,1,Libyan Arab Jamahiriya,1,False
20236,1,Isle of Man,1,True
6959,0.95,Slovakia (Slovak Republic),20,True
46851,1,Gibraltar,1,True
39263,1,Rwanda,2,True
11789,1,Niue,1,False
42726,1,Niue,1,False
33911,1,Kiribati,2,True
17969,1,Russian Federation,1,False
41762,1,Russian Federation,1,False
17010,1,United Kingdom,2,True
12591,1,Maldives,4,True
45205,1,Denmark,1,False
45905,1,Sao Tome and Principe,3,True
28496,1,Nicaragua,38,False
13088,1,Marshall Islands,1,False
2232,1,Russian Federation,1,False
3607,0.5,Faroe Islands,1,False
27773,1,Togo,1,False
41580,1,Turkmenistan,1,False
14161,1,Montserrat,2,False
14490,1,Denmark,1,True
24073,1,Zimbabwe,2,False
46530,0.9,Malawi,1,True
6020,1,Isle of Man,1,True
40483,0.5,Niue,1,False
42819,1,Lebanon,2,False
35295,1,Andorra,1,False
2833,1,Cuba,1,True
16137,1,Gibraltar,1,False
38087,1,Niger,1,False
18164,1,Marshall Islands,5,False
36260,1,Papua New Guinea,1,False
28469,1,Vanuatu,3,True
28848,1,Uganda,9,False
21083,1,Spain,3,True
17632,0.71,Afghanistan,1,True
3713,0,El Salvador,1,False
11833,0.9,Afghanistan,2,False
20337,0.45,Tonga,1,False
28502,1,Niue,1,True
24888,1,Estonia,1,True
9154,1,Djibouti,2,False
33440,0.88,Isle of Man,3,False
33605,1,Zimbabwe,1,True
45590,1,Turkmenistan,2,True
37908,1,Niue,1,True
16500,1,France,1,False
13160,1,Cape Verde,5,True
44990,1,Marshall Islands,1,False
32836,1,Isle of Man,1,False
13815,1,Malta,1,True
25543,0.89,Zimbabwe,1,True
35655,1,Niue,1,False
42261,1,Niue,1,False
15878,1,Reunion,1,False
23795,1,Indonesia,1,False
15020,1,Denmark,1,False
49653,0.4,Marshall Islands,1,True
17553,1,Maldives,2,True
24126,1,Turkmenistan,1,True
29422,0.5,Uzbekistan,1,False
26089,1,Jersey,1,True
15193,1,Tanzania,2,True
16476,0.86,Micronesia,1,False
3961,1,Fiji,8,False
2080,0,Malta,1,True
15282,1,Nicaragua,1,True
34500,1,Chad,1,True
44401,1,United Kingdom,1,True
48106,1,Cocos (Keeling) Islands,1,False
47471,1,Lithuania,1,False
44547,1,Venezuela,1,False
9797,1,Uzbekistan,1,False
22191,1,Cape Verde,2,False
9460,1,Kiribati,1,False
20515,1,Niue,2,True
25197,1,Nicaragua,4,False
11612,1,Kiribati,1,False
19807,1,United Kingdom,1,False
16685,1,Reunion,2,False
47383,0,Marshall Islands,1,False
16295,0.96,Philippines,5,False
36206,0.86,Russian Federation,10,False
10883,1,Niger,8,True
48786,0.9,Pakistan,1,False
36772,1,Lebanon,1,False
26611,1,Papua New Guinea,2,False
28721,1,French Guiana,1,True
25662,1,Bouvet Island (Bouvetoya),1,False
1783,1,Tunisia,2,True
7804,1,Russian Federation,3,False
49341,1,Papua New Guinea,1,True
17216,1,Ecuador,2,True
31983,1,French Guiana,1,False
15170,1,Guinea,1,False
1159,1,Monaco,1,True
43675,0.7,Micronesia,2,False
2183,1,Isle of Man,3,False
28780,1,Russian Federation,1,True
12014,1,Pakistan,1,False
41230,1,Togo,2,False
45425,1,Mexico,1,True
14579,1,Uzbekistan,1,True
28047,1,Uzbekistan,4,False
15344,1,Svalbard & Jan Mayen Islands,1,False
37491,1,Lebanon,1,True
42203,1,Afghanistan,1,True
34620,1,Costa Rica,1,True
36688,1,Lithuania,1,False
46071,0.89,Niue,2,False
15304,1,Korea,1,False
43798,1,El Salvador,4,True
5721,1,Togo,1,False
12983,1,Micronesia,1,False
48897,1,Russian Federation,1,True
15226,1,French Polynesia,1,True
27252,1,Russian Federation,1,False
19847,1,Maldives,1,False
3763,1,Mauritania,1,False
4517,1,El Salvador,3,True
26704,1,Malawi,2,True
44391,1,Kiribati,2,False
23088,1,El Salvador,1,True
40317,1,Uzbekistan,2,True
39699,1,Vanuatu,1,False
48470,0.9,Pakistan,4,False
47993,1,Malawi,1,True
22229,1,Afghanistan,3,True
8015,1,Denmark,1,True
28078,1,Maldives,1,False
1020,1,United Kingdom,7,True
40150,1,Philippines,1,False
283,1,United Kingdom,1,True
35598,1,France,2,False
15758,1,Togo,1,False
6781,1,Tanzania,1,False
4795,1,Malta,1,False
45764,1,Guernsey,1,True
26261,1,Turks and Caicos Islands,1,False
13138,1,Faroe Islands,2,True
46240,1,Nicaragua,1,True
1054,1,Guinea,20,False
13546,1,Rwanda,15,False
2612,0.94,Cuba,1,False
29688,1,French Guiana,1,True
15427,1,Malta,3,False
9999,1,Isle of Man,1,False
18912,1,Gibraltar,1,False
29898,1,Jersey,1,False
21230,1,Lithuania,1,False
49068,1,Gibraltar,1,True
9354,1,Spain,12,False
15904,1,Afghanistan,2,False
34288,1,Gibraltar,1,False
14010,1,Tonga,1,True
10809,1,Bosnia and Herzegovina,4,False
2403,0.5,Gibraltar,2,False
39565,0.93,Rwanda,12,False
15160,1,Peru,5,True
10740,1,Indonesia,1,False
34482,1,Montserrat,1,True
40044,1,Marshall Islands,1,False
17890,1,France,1,False
651,1,Lebanon,4,True
3065,1,Tunisia,1,True
28294,1,Puerto Rico,1,False
41177,1,Ecuador,6,True
7078,1,Fiji,1,False
44650,0.67,Jersey,1,False
29136,0.86,Svalbard & Jan Mayen Islands,1,False
33029,1,Isle of Man,3,False
16106,1,French Guiana,1,True
36526,1,Russian Federation,1,False
6727,1,Kiribati,2,True
32195,1,Chile,1,False
7016,0,Papua New Guinea,1,False
9345,1,Bosnia and Herzegovina,4,False
29854,1,Russian Federation,1,True
42394,1,Marshall Islands,2,False
11486,1,El Salvador,2,False
8623,1,Jersey,1,False
29054,1,Montserrat,1,True
31651,0.86,Lebanon,2,True
19015,1,Sri Lanka,2,False
47166,1,Chad,1,True
34084,1,Gibraltar,1,False
15332,1,Anguilla,9,False
28343,1,Costa Rica,1,False
49623,1,Faroe Islands,1,False
43011,1,Wallis and Futuna,6,False
9852,1,Maldives,11,False
1564,1,Indonesia,12,False
27732,1,Puerto Rico,3,True
31896,0.86,Niue,1,True
40364,1,Tonga,25,False
13322,0.5,Anguilla,2,False
39126,1,Guinea,9,False
2568,0.5,Gibraltar,1,False
48880,1,France,1,False
25503,1,Gambia,1,True
9749,1,Marshall Islands,1,True
8842,1,Slovakia (Slovak Republic),3,False
25948,1,Slovakia (Slovak Republic),1,True
4182,0,France,1,False
32346,1,United Kingdom,3,False
31993,1,Holy See (Vatican City State),1,True
38378,0.9,Guinea,1,False
37043,1,Pakistan,11,False
21559,0.75,Tokelau,3,True
4366,1,Vanuatu,1,False
2901,1,Turkmenistan,1,True
34099,1,Micronesia,1,True
30953,1,Uzbekistan,1,True
32659,1,Cuba,1,True
32360,1,Niue,1,True
4190,1,United Kingdom,2,False
41340,1,Tanzania,3,True
28828,1,Isle of Man,198,True
45701,1,Nauru,2,False
45941,1,United Kingdom,1,True
6473,0.9,Uzbekistan,4,True
19759,0.86,Cocos (Keeling) Islands,1,False
45028,1,Malta,1,True
44193,0.8,Croatia,1,False
8483,1,Peru,2,False
42260,1,Tanzania,1,False
29541,1,Palestinian Territory,1,False
45610,1,Sao Tome and Principe,1,True
2293,1,Zimbabwe,3,True
34016,1,Maldives,1,True
44708,1,Gibraltar,1,False
18591,1,Brazil,1,False
27407,0.5,Micronesia,1,False
11567,1,Niger,31,True
12390,0.86,Uzbekistan,3,False
27774,0.78,Vietnam,15,False
40707,1,Sao Tome and Principe,1,True
39181,1,Niger,1,False
16047,0.8,Uzbekistan,6,False
28436,1,Anguilla,1,True
33602,0.52,Russian Federation,2,True
49048,1,Russian Federation,1,True
9791,0.8,Rwanda,2,True
